,train_start,train_end,test_end,params,train_return,test_return
110,2019-06-15 22:15:00,2019-09-13 22:15:00,2019-10-13 22:15:00,"{'sl_atr_mult': 2, 'tp_atr_mult': 2, 'use_adx': True, 'adx_thresh': 20, 'ema_filter': 50}",0.0130209562620347,-0.0019850000000000145
111,2019-07-15 22:15:00,2019-10-13 22:15:00,2019-11-12 22:15:00,"{'sl_atr_mult': 3, 'tp_atr_mult': 2, 'use_adx': True, 'adx_thresh': 20, 'ema_filter': 50}",0.018654301127871697,-0.0008224999999999483
112,2019-08-14 22:15:00,2019-11-12 22:15:00,2019-12-12 22:15:00,"{'sl_atr_mult': 3, 'tp_atr_mult': 4, 'use_adx': True, 'adx_thresh': 20, 'ema_filter': 50}",-0.0018915782605318787,-0.0019850000000000145
113,2019-09-13 22:15:00,2019-12-12 22:15:00,2020-01-11 22:15:00,"{'sl_atr_mult': 3, 'tp_atr_mult': 4, 'use_adx': True, 'adx_thresh': 20, 'ema_filter': 50}",-0.017660777041259124,0.0006250000000000977
114,2019-10-13 22:15:00,2020-01-11 22:15:00,2020-02-10 22:15:00,"{'sl_atr_mult': 3, 'tp_atr_mult': 3, 'use_adx': True, 'adx_thresh': 20, 'ema_filter': 50}",-0.013992210135787664,-0.0012174999999999825
115,2019-11-12 22:15:00,2020-02-10 22:15:00,2020-03-11 22:15:00,"{'sl_atr_mult': 3, 'tp_atr_mult': 3, 'use_adx': True, 'adx_thresh': 20, 'ema_filter': 50}",-0.02191045149774984,-0.005390000000000006
116,2019-12-12 22:15:00,2020-03-11 22:15:00,2020-04-10 22:15:00,"{'sl_atr_mult': 1, 'tp_atr_mult': 2, 'use_adx': True, 'adx_thresh': 20, 'ema_filter': 50}",-0.06564045455535883,-0.0015650000000000386
117,2020-01-11 22:15:00,2020-04-10 22:15:00,2020-05-10 22:15:00,"{'sl_atr_mult': 1, 'tp_atr_mult': 2, 'use_adx': True, 'adx_thresh': 20, 'ema_filter': 50}",-0.07956032626527065,0.001214999999999966
118,2020-02-10 22:15:00,2020-05-10 22:15:00,2020-06-09 22:15:00,"{'sl_atr_mult': 1, 'tp_atr_mult': 2, 'use_adx': True, 'adx_thresh': 20, 'ema_filter': 50}",-0.04993363928251904,0.0008224999999999483
119,2020-03-11 22:15:00,2020-06-09 22:15:00,2020-07-09 22:15:00,"{'sl_atr_mult': 1, 'tp_atr_mult': 2, 'use_adx': True, 'adx_thresh': 20, 'ema_filter': 50}",-0.0008189133691508532,0.00029250000000002885
120,2020-04-10 22:15:00,2020-07-09 22:15:00,2020-08-08 22:15:00,"{'sl_atr_mult': 2, 'tp_atr_mult': 2, 'use_adx': True, 'adx_thresh': 20, 'ema_filter': 50}",0.052697211714404,0.0005450000000000177
121,2020-05-10 22:15:00,2020-08-08 22:15:00,2020-09-07 22:15:00,"{'sl_atr_mult': 2, 'tp_atr_mult': 2, 'use_adx': True, 'adx_thresh': 20, 'ema_filter': 50}",0.009031164247168322,-0.0018049999999999455
122,2020-06-09 22:15:00,2020-09-07 22:15:00,2020-10-07 22:15:00,"{'sl_atr_mult': 3, 'tp_atr_mult': 4, 'use_adx': True, 'adx_thresh': 20, 'ema_filter': 50}",0.013083677598372478,0.0006425000000001013
123,2020-07-09 22:15:00,2020-10-07 22:15:00,2020-11-06 22:15:00,"{'sl_atr_mult': 3, 'tp_atr_mult': 4, 'use_adx': True, 'adx_thresh': 20, 'ema_filter': 50}",0.014465343613753179,-0.004682500000000034
124,2020-08-08 22:15:00,2020-11-06 22:15:00,2020-12-06 22:15:00,"{'sl_atr_mult': 3, 'tp_atr_mult': 4, 'use_adx': True, 'adx_thresh': 20, 'ema_filter': 50}",-0.03694798839373714,-0.0031674999999999898
125,2020-09-07 22:15:00,2020-12-06 22:15:00,2021-01-05 22:15:00,"{'sl_atr_mult': 3, 'tp_atr_mult': 3, 'use_adx': True, 'adx_thresh': 20, 'ema_filter': 50}",-0.01838682297167582,-0.0012575000000000225
126,2020-10-07 22:15:00,2021-01-05 22:15:00,2021-02-04 22:15:00,"{'sl_atr_mult': 2, 'tp_atr_mult': 2, 'use_adx': True, 'adx_thresh': 20, 'ema_filter': 50}",0.010223221331310706,-0.0006850000000000467
127,2020-11-06 22:15:00,2021-02-04 22:15:00,2021-03-06 22:15:00,"{'sl_atr_mult': 2, 'tp_atr_mult': 2, 'use_adx': True, 'adx_thresh': 20, 'ema_filter': 50}",0.034810708301101334,-0.002354999999999996
128,2020-12-06 22:15:00,2021-03-06 22:15:00,2021-04-05 22:15:00,"{'sl_atr_mult': 3, 'tp_atr_mult': 2, 'use_adx': True, 'adx_thresh': 20, 'ema_filter': 50}",0.019844221554962793,0.0013224999999998932
129,2021-01-05 22:15:00,2021-04-05 22:15:00,2021-05-05 22:15:00,"{'sl_atr_mult': 3, 'tp_atr_mult': 4, 'use_adx': True, 'adx_thresh': 20, 'ema_filter': 50}",0.047160011066122554,-0.0027374999999999483
130,2021-02-04 22:15:00,2021-05-05 22:15:00,2021-06-04 22:15:00,"{'sl_atr_mult': 3, 'tp_atr_mult': 3, 'use_adx': True, 'adx_thresh': 20, 'ema_filter': 50}",0.02778785104457393,0.008842500000000086
131,2021-03-06 22:15:00,2021-06-04 22:15:00,2021-07-04 22:15:00,"{'sl_atr_mult': 3, 'tp_atr_mult': 4, 'use_adx': True, 'adx_thresh': 20, 'ema_filter': 50}",0.08160350961648577,0.0008900000000000574
132,2021-04-05 22:15:00,2021-07-04 22:15:00,2021-08-03 22:15:00,"{'sl_atr_mult': 3, 'tp_atr_mult': 4, 'use_adx': True, 'adx_thresh': 20, 'ema_filter': 50}",0.06302275790244294,-0.006657499999999983
133,2021-05-05 22:15:00,2021-08-03 22:15:00,2021-09-02 22:15:00,"{'sl_atr_mult': 2, 'tp_atr_mult': 4, 'use_adx': True, 'adx_thresh': 20, 'ema_filter': 50}",0.023198520491859664,0.000520000000000076
134,2021-06-04 22:15:00,2021-09-02 22:15:00,2021-10-02 22:15:00,"{'sl_atr_mult': 1, 'tp_atr_mult': 4, 'use_adx': True, 'adx_thresh': 20, 'ema_filter': 50}",-0.0012657227773621438,-0.00039250000000001783
135,2021-07-04 22:15:00,2021-10-02 22:15:00,2021-11-01 22:15:00,"{'sl_atr_mult': 1, 'tp_atr_mult': 3, 'use_adx': True, 'adx_thresh': 20, 'ema_filter': 50}",-0.007648031627426777,0.0013775000000000315
136,2021-08-03 22:15:00,2021-11-01 22:15:00,2021-12-01 22:15:00,"{'sl_atr_mult': 1, 'tp_atr_mult': 2, 'use_adx': True, 'adx_thresh': 20, 'ema_filter': 50}",0.018922377362878606,-0.0023649999999999505
137,2021-09-02 22:15:00,2021-12-01 22:15:00,2021-12-31 22:15:00,"{'sl_atr_mult': 1, 'tp_atr_mult': 2, 'use_adx': True, 'adx_thresh': 20, 'ema_filter': 50}",-0.009553776745065523,-0.00018249999999997435
138,2021-10-02 22:15:00,2021-12-31 22:15:00,2022-01-30 22:15:00,"{'sl_atr_mult': 1, 'tp_atr_mult': 2, 'use_adx': True, 'adx_thresh': 20, 'ema_filter': 50}",-0.026990481568557878,0.0011574999999999225
139,2021-11-01 22:15:00,2022-01-30 22:15:00,2022-03-01 22:15:00,"{'sl_atr_mult': 1, 'tp_atr_mult': 3, 'use_adx': True, 'adx_thresh': 20, 'ema_filter': 50}",-0.04540145063177903,-0.002735000000000043
140,2021-12-01 22:15:00,2022-03-01 22:15:00,2022-03-31 22:15:00,"{'sl_atr_mult': 3, 'tp_atr_mult': 2, 'use_adx': True, 'adx_thresh': 20, 'ema_filter': 50}",-0.0026373067410384587,0.0022325000000000816
141,2021-12-31 22:15:00,2022-03-31 22:15:00,2022-04-30 22:15:00,"{'sl_atr_mult': 3, 'tp_atr_mult': 2, 'use_adx': True, 'adx_thresh': 20, 'ema_filter': 50}",0.06259580668368758,0.003835000000000033
142,2022-01-30 22:15:00,2022-04-30 22:15:00,2022-05-30 22:15:00,"{'sl_atr_mult': 3, 'tp_atr_mult': 3, 'use_adx': True, 'adx_thresh': 20, 'ema_filter': 50}",0.09006838364456038,-0.007889999999999953
143,2022-03-01 22:15:00,2022-05-30 22:15:00,2022-06-29 22:15:00,"{'sl_atr_mult': 3, 'tp_atr_mult': 3, 'use_adx': True, 'adx_thresh': 20, 'ema_filter': 50}",-0.007916997253314184,0.0020899999999999253
144,2022-03-31 22:15:00,2022-06-29 22:15:00,2022-07-29 22:15:00,"{'sl_atr_mult': 2, 'tp_atr_mult': 3, 'use_adx': True, 'adx_thresh': 20, 'ema_filter': 50}",-0.06127996078307418,-0.0036800000000000166
145,2022-04-30 22:15:00,2022-07-29 22:15:00,2022-08-28 22:15:00,"{'sl_atr_mult': 1, 'tp_atr_mult': 3, 'use_adx': True, 'adx_thresh': 20, 'ema_filter': 50}",-0.07607527023384919,0.001775000000000082
146,2022-05-30 22:15:00,2022-08-28 22:15:00,2022-09-27 22:15:00,"{'sl_atr_mult': 3, 'tp_atr_mult': 4, 'use_adx': True, 'adx_thresh': 20, 'ema_filter': 50}",0.003472871173498371,-0.005519999999999969
147,2022-06-29 22:15:00,2022-09-27 22:15:00,2022-10-27 22:15:00,"{'sl_atr_mult': 2, 'tp_atr_mult': 2, 'use_adx': True, 'adx_thresh': 20, 'ema_filter': 50}",-0.01759609312008159,-0.0008449999999999847
148,2022-07-29 22:15:00,2022-10-27 22:15:00,2022-11-26 22:15:00,"{'sl_atr_mult': 3, 'tp_atr_mult': 3, 'use_adx': True, 'adx_thresh': 20, 'ema_filter': 50}",0.03256741617583114,0.002762500000000001
149,2022-08-28 22:15:00,2022-11-26 22:15:00,2022-12-26 22:15:00,"{'sl_atr_mult': 3, 'tp_atr_mult': 3, 'use_adx': True, 'adx_thresh': 20, 'ema_filter': 50}",0.019905113888931902,-0.0020700000000000163
150,2022-09-27 22:15:00,2022-12-26 22:15:00,2023-01-25 22:15:00,"{'sl_atr_mult': 3, 'tp_atr_mult': 3, 'use_adx': True, 'adx_thresh': 20, 'ema_filter': 50}",0.041132253950725506,-0.00041250000000003784
151,2022-10-27 22:15:00,2023-01-25 22:15:00,2023-02-24 22:15:00,"{'sl_atr_mult': 3, 'tp_atr_mult': 4, 'use_adx': True, 'adx_thresh': 20, 'ema_filter': 50}",0.03521007876800364,-0.0018650000000000055
152,2022-11-26 22:15:00,2023-02-24 22:15:00,2023-03-26 22:15:00,"{'sl_atr_mult': 2, 'tp_atr_mult': 4, 'use_adx': True, 'adx_thresh': 20, 'ema_filter': 50}",-0.015635131523837886,0.0030399999999999316
153,2022-12-26 22:15:00,2023-03-26 22:15:00,2023-04-25 22:15:00,"{'sl_atr_mult': 3, 'tp_atr_mult': 4, 'use_adx': True, 'adx_thresh': 20, 'ema_filter': 50}",-0.03358970041273701,-0.0024775000000000214
154,2023-01-25 22:15:00,2023-04-25 22:15:00,2023-05-25 22:15:00,"{'sl_atr_mult': 1, 'tp_atr_mult': 2, 'use_adx': True, 'adx_thresh': 20, 'ema_filter': 50}",-0.04293119340602236,0.0010425000000000573
155,2023-02-24 22:15:00,2023-05-25 22:15:00,2023-06-24 22:15:00,"{'sl_atr_mult': 2, 'tp_atr_mult': 4, 'use_adx': True, 'adx_thresh': 20, 'ema_filter': 50}",-0.012883682079779635,-0.0029649999999999954
156,2023-03-26 22:15:00,2023-06-24 22:15:00,2023-07-24 22:15:00,"{'sl_atr_mult': 1, 'tp_atr_mult': 2, 'use_adx': True, 'adx_thresh': 20, 'ema_filter': 50}",0.008832327772124948,-0.0006774999999999975
157,2023-04-25 22:15:00,2023-07-24 22:15:00,2023-08-23 22:15:00,"{'sl_atr_mult': 2, 'tp_atr_mult': 4, 'use_adx': True, 'adx_thresh': 20, 'ema_filter': 50}",0.014875597953941666,0.002650000000000041
158,2023-05-25 22:15:00,2023-08-23 22:15:00,2023-09-22 22:15:00,"{'sl_atr_mult': 2, 'tp_atr_mult': 3, 'use_adx': True, 'adx_thresh': 20, 'ema_filter': 50}",0.022098621801762475,0.0002675000000000871
159,2023-06-24 22:15:00,2023-09-22 22:15:00,2023-10-22 22:15:00,"{'sl_atr_mult': 2, 'tp_atr_mult': 3, 'use_adx': True, 'adx_thresh': 20, 'ema_filter': 50}",0.0219207070012708,-0.003022500000000039
160,2023-07-24 22:15:00,2023-10-22 22:15:00,2023-11-21 22:15:00,"{'sl_atr_mult': 3, 'tp_atr_mult': 3, 'use_adx': True, 'adx_thresh': 20, 'ema_filter': 50}",0.019920979957805285,-0.004994999999999972
161,2023-08-23 22:15:00,2023-11-21 22:15:00,2023-12-21 22:15:00,"{'sl_atr_mult': 1, 'tp_atr_mult': 2, 'use_adx': True, 'adx_thresh': 20, 'ema_filter': 50}",-0.013739261404248526,-0.0004549999999999832
162,2023-09-22 22:15:00,2023-12-21 22:15:00,2024-01-20 22:15:00,"{'sl_atr_mult': 1, 'tp_atr_mult': 3, 'use_adx': True, 'adx_thresh': 20, 'ema_filter': 50}",-0.017328627442684263,0.00019750000000007262
163,2023-10-22 22:15:00,2024-01-20 22:15:00,2024-02-19 22:15:00,"{'sl_atr_mult': 1, 'tp_atr_mult': 4, 'use_adx': True, 'adx_thresh': 20, 'ema_filter': 50}",-0.00328470544201076,-0.0005374999999999686
164,2023-11-21 22:15:00,2024-02-19 22:15:00,2024-03-20 22:15:00,"{'sl_atr_mult': 2, 'tp_atr_mult': 4, 'use_adx': True, 'adx_thresh': 20, 'ema_filter': 50}",0.012376727972905899,0.001835000000000031
165,2023-12-21 22:15:00,2024-03-20 22:15:00,2024-04-19 22:15:00,"{'sl_atr_mult': 3, 'tp_atr_mult': 4, 'use_adx': True, 'adx_thresh': 20, 'ema_filter': 50}",0.012085306544378227,-0.003722499999999962
166,2024-01-20 22:15:00,2024-04-19 22:15:00,2024-05-19 22:15:00,"{'sl_atr_mult': 1, 'tp_atr_mult': 3, 'use_adx': True, 'adx_thresh': 20, 'ema_filter': 50}",0.008310982584240456,-0.0014600000000000168
167,2024-02-19 22:15:00,2024-05-19 22:15:00,2024-06-18 22:15:00,"{'sl_atr_mult': 1, 'tp_atr_mult': 3, 'use_adx': True, 'adx_thresh': 20, 'ema_filter': 50}",-0.0025533282995168216,0.000220000000000109
168,2024-03-20 22:15:00,2024-06-18 22:15:00,2024-07-18 22:15:00,"{'sl_atr_mult': 1, 'tp_atr_mult': 3, 'use_adx': True, 'adx_thresh': 20, 'ema_filter': 50}",-0.009138015745485895,-0.0014450000000000296
169,2024-04-19 22:15:00,2024-07-18 22:15:00,2024-08-17 22:15:00,"{'sl_atr_mult': 1, 'tp_atr_mult': 4, 'use_adx': True, 'adx_thresh': 20, 'ema_filter': 50}",-0.01957932279561847,-0.003782500000000022
170,2024-05-19 22:15:00,2024-08-17 22:15:00,2024-09-16 22:15:00,"{'sl_atr_mult': 3, 'tp_atr_mult': 2, 'use_adx': True, 'adx_thresh': 20, 'ema_filter': 50}",-0.02050931140430956,0.002347499999999947
171,2024-06-18 22:15:00,2024-09-16 22:15:00,2024-10-16 22:15:00,"{'sl_atr_mult': 3, 'tp_atr_mult': 2, 'use_adx': True, 'adx_thresh': 20, 'ema_filter': 50}",-0.00909654796160253,0.0008150000000000102
172,2024-07-18 22:15:00,2024-10-16 22:15:00,2024-11-15 22:15:00,"{'sl_atr_mult': 3, 'tp_atr_mult': 2, 'use_adx': True, 'adx_thresh': 20, 'ema_filter': 50}",-0.004211199410803279,-0.002662500000000012
173,2024-08-17 22:15:00,2024-11-15 22:15:00,2024-12-15 22:15:00,"{'sl_atr_mult': 3, 'tp_atr_mult': 2, 'use_adx': True, 'adx_thresh': 20, 'ema_filter': 50}",-0.005779035051926229,0.0029399999999999427
174,2024-09-16 22:15:00,2024-12-15 22:15:00,2025-01-14 22:15:00,"{'sl_atr_mult': 2, 'tp_atr_mult': 3, 'use_adx': True, 'adx_thresh': 20, 'ema_filter': 50}",-0.009318619954828078,-0.002589999999999981
175,2024-10-16 22:15:00,2025-01-14 22:15:00,2025-02-13 22:15:00,"{'sl_atr_mult': 2, 'tp_atr_mult': 3, 'use_adx': True, 'adx_thresh': 20, 'ema_filter': 50}",0.006654285072607902,0.0019374999999999254
176,2024-11-15 22:15:00,2025-02-13 22:15:00,2025-03-15 22:15:00,"{'sl_atr_mult': 3, 'tp_atr_mult': 3, 'use_adx': True, 'adx_thresh': 20, 'ema_filter': 50}",-0.010638978396099952,0.001614999999999922
177,2024-12-15 22:15:00,2025-03-15 22:15:00,2025-04-14 22:15:00,"{'sl_atr_mult': 1, 'tp_atr_mult': 3, 'use_adx': True, 'adx_thresh': 20, 'ema_filter': 50}",-0.02097010495473539,0.0027200000000000557
178,2025-01-14 22:15:00,2025-04-14 22:15:00,2025-05-14 22:15:00,"{'sl_atr_mult': 1, 'tp_atr_mult': 4, 'use_adx': True, 'adx_thresh': 20, 'ema_filter': 50}",0.006037732242136329,0.001567499999999944
179,2025-02-13 22:15:00,2025-05-14 22:15:00,2025-05-30 20:45:00,"{'sl_atr_mult': 1, 'tp_atr_mult': 4, 'use_adx': True, 'adx_thresh': 20, 'ema_filter': 50}",0.020761787053852343,0.004242499999999927
