,stop_loss,take_profit,ema_filter,atr_max_mult,Total Return,Final Equity,Error
346,50,100,200,3.0,0.0,100000.0,'ndarray' object has no attribute 'iloc'
347,50,100,200,5.0,0.0,100000.0,'ndarray' object has no attribute 'iloc'
348,50,100,500,1.5,0.0,100000.0,'ndarray' object has no attribute 'iloc'
349,50,100,500,2.0,0.0,100000.0,'ndarray' object has no attribute 'iloc'
350,50,100,500,3.0,0.0,100000.0,'ndarray' object has no attribute 'iloc'
351,50,100,500,5.0,0.0,100000.0,'ndarray' object has no attribute 'iloc'
352,50,150,50,1.5,0.0,100000.0,'ndarray' object has no attribute 'iloc'
353,50,150,50,2.0,0.0,100000.0,'ndarray' object has no attribute 'iloc'
354,50,150,50,3.0,0.0,100000.0,'ndarray' object has no attribute 'iloc'
355,50,150,50,5.0,0.0,100000.0,'ndarray' object has no attribute 'iloc'
356,50,150,100,1.5,0.0,100000.0,'ndarray' object has no attribute 'iloc'
357,50,150,100,2.0,0.0,100000.0,'ndarray' object has no attribute 'iloc'
358,50,150,100,3.0,0.0,100000.0,'ndarray' object has no attribute 'iloc'
359,50,150,100,5.0,0.0,100000.0,'ndarray' object has no attribute 'iloc'
360,50,150,200,1.5,0.0,100000.0,'ndarray' object has no attribute 'iloc'
361,50,150,200,2.0,0.0,100000.0,'ndarray' object has no attribute 'iloc'
362,50,150,200,3.0,0.0,100000.0,'ndarray' object has no attribute 'iloc'
363,50,150,200,5.0,0.0,100000.0,'ndarray' object has no attribute 'iloc'
364,50,150,500,1.5,0.0,100000.0,'ndarray' object has no attribute 'iloc'
365,50,150,500,2.0,0.0,100000.0,'ndarray' object has no attribute 'iloc'
366,50,150,500,3.0,0.0,100000.0,'ndarray' object has no attribute 'iloc'
367,50,150,500,5.0,0.0,100000.0,'ndarray' object has no attribute 'iloc'
368,50,200,50,1.5,0.0,100000.0,'ndarray' object has no attribute 'iloc'
369,50,200,50,2.0,0.0,100000.0,'ndarray' object has no attribute 'iloc'
370,50,200,50,3.0,0.0,100000.0,'ndarray' object has no attribute 'iloc'
371,50,200,50,5.0,0.0,100000.0,'ndarray' object has no attribute 'iloc'
372,50,200,100,1.5,0.0,100000.0,'ndarray' object has no attribute 'iloc'
373,50,200,100,2.0,0.0,100000.0,'ndarray' object has no attribute 'iloc'
374,50,200,100,3.0,0.0,100000.0,'ndarray' object has no attribute 'iloc'
375,50,200,100,5.0,0.0,100000.0,'ndarray' object has no attribute 'iloc'
376,50,200,200,1.5,0.0,100000.0,'ndarray' object has no attribute 'iloc'
377,50,200,200,2.0,0.0,100000.0,'ndarray' object has no attribute 'iloc'
378,50,200,200,3.0,0.0,100000.0,'ndarray' object has no attribute 'iloc'
379,50,200,200,5.0,0.0,100000.0,'ndarray' object has no attribute 'iloc'
380,50,200,500,1.5,0.0,100000.0,'ndarray' object has no attribute 'iloc'
381,50,200,500,2.0,0.0,100000.0,'ndarray' object has no attribute 'iloc'
382,50,200,500,3.0,0.0,100000.0,'ndarray' object has no attribute 'iloc'
383,50,200,500,5.0,0.0,100000.0,'ndarray' object has no attribute 'iloc'
384,75,50,50,1.5,0.0,100000.0,'ndarray' object has no attribute 'iloc'
385,75,50,50,2.0,0.0,100000.0,'ndarray' object has no attribute 'iloc'
386,75,50,50,3.0,0.0,100000.0,'ndarray' object has no attribute 'iloc'
387,75,50,50,5.0,0.0,100000.0,'ndarray' object has no attribute 'iloc'
388,75,50,100,1.5,0.0,100000.0,'ndarray' object has no attribute 'iloc'
389,75,50,100,2.0,0.0,100000.0,'ndarray' object has no attribute 'iloc'
390,75,50,100,3.0,0.0,100000.0,'ndarray' object has no attribute 'iloc'
391,75,50,100,5.0,0.0,100000.0,'ndarray' object has no attribute 'iloc'
392,75,50,200,1.5,0.0,100000.0,'ndarray' object has no attribute 'iloc'
393,75,50,200,2.0,0.0,100000.0,'ndarray' object has no attribute 'iloc'
394,75,50,200,3.0,0.0,100000.0,'ndarray' object has no attribute 'iloc'
395,75,50,200,5.0,0.0,100000.0,'ndarray' object has no attribute 'iloc'
396,75,50,500,1.5,0.0,100000.0,'ndarray' object has no attribute 'iloc'
397,75,50,500,2.0,0.0,100000.0,'ndarray' object has no attribute 'iloc'
398,75,50,500,3.0,0.0,100000.0,'ndarray' object has no attribute 'iloc'
399,75,50,500,5.0,0.0,100000.0,'ndarray' object has no attribute 'iloc'
400,75,100,50,1.5,0.0,100000.0,'ndarray' object has no attribute 'iloc'
401,75,100,50,2.0,0.0,100000.0,'ndarray' object has no attribute 'iloc'
402,75,100,50,3.0,0.0,100000.0,'ndarray' object has no attribute 'iloc'
403,75,100,50,5.0,0.0,100000.0,'ndarray' object has no attribute 'iloc'
404,75,100,100,1.5,0.0,100000.0,'ndarray' object has no attribute 'iloc'
405,75,100,100,2.0,0.0,100000.0,'ndarray' object has no attribute 'iloc'
406,75,100,100,3.0,0.0,100000.0,'ndarray' object has no attribute 'iloc'
407,75,100,100,5.0,0.0,100000.0,'ndarray' object has no attribute 'iloc'
408,75,100,200,1.5,0.0,100000.0,'ndarray' object has no attribute 'iloc'
409,75,100,200,2.0,0.0,100000.0,'ndarray' object has no attribute 'iloc'
410,75,100,200,3.0,0.0,100000.0,'ndarray' object has no attribute 'iloc'
411,75,100,200,5.0,0.0,100000.0,'ndarray' object has no attribute 'iloc'
412,75,100,500,1.5,0.0,100000.0,'ndarray' object has no attribute 'iloc'
413,75,100,500,2.0,0.0,100000.0,'ndarray' object has no attribute 'iloc'
414,75,100,500,3.0,0.0,100000.0,'ndarray' object has no attribute 'iloc'
415,75,100,500,5.0,0.0,100000.0,'ndarray' object has no attribute 'iloc'
416,75,150,50,1.5,0.0,100000.0,'ndarray' object has no attribute 'iloc'
417,75,150,50,2.0,0.0,100000.0,'ndarray' object has no attribute 'iloc'
418,75,150,50,3.0,0.0,100000.0,'ndarray' object has no attribute 'iloc'
419,75,150,50,5.0,0.0,100000.0,'ndarray' object has no attribute 'iloc'
420,75,150,100,1.5,0.0,100000.0,'ndarray' object has no attribute 'iloc'
421,75,150,100,2.0,0.0,100000.0,'ndarray' object has no attribute 'iloc'
422,75,150,100,3.0,0.0,100000.0,'ndarray' object has no attribute 'iloc'
423,75,150,100,5.0,0.0,100000.0,'ndarray' object has no attribute 'iloc'
424,75,150,200,1.5,0.0,100000.0,'ndarray' object has no attribute 'iloc'
425,75,150,200,2.0,0.0,100000.0,'ndarray' object has no attribute 'iloc'
426,75,150,200,3.0,0.0,100000.0,'ndarray' object has no attribute 'iloc'
427,75,150,200,5.0,0.0,100000.0,'ndarray' object has no attribute 'iloc'
428,75,150,500,1.5,0.0,100000.0,'ndarray' object has no attribute 'iloc'
429,75,150,500,2.0,0.0,100000.0,'ndarray' object has no attribute 'iloc'
430,75,150,500,3.0,0.0,100000.0,'ndarray' object has no attribute 'iloc'
431,75,150,500,5.0,0.0,100000.0,'ndarray' object has no attribute 'iloc'
432,75,200,50,1.5,0.0,100000.0,'ndarray' object has no attribute 'iloc'
433,75,200,50,2.0,0.0,100000.0,'ndarray' object has no attribute 'iloc'
434,75,200,50,3.0,0.0,100000.0,'ndarray' object has no attribute 'iloc'
435,75,200,50,5.0,0.0,100000.0,'ndarray' object has no attribute 'iloc'
436,75,200,100,1.5,0.0,100000.0,'ndarray' object has no attribute 'iloc'
437,75,200,100,2.0,0.0,100000.0,'ndarray' object has no attribute 'iloc'
438,75,200,100,3.0,0.0,100000.0,'ndarray' object has no attribute 'iloc'
439,75,200,100,5.0,0.0,100000.0,'ndarray' object has no attribute 'iloc'
440,75,200,200,1.5,0.0,100000.0,'ndarray' object has no attribute 'iloc'
441,75,200,200,2.0,0.0,100000.0,'ndarray' object has no attribute 'iloc'
442,75,200,200,3.0,0.0,100000.0,'ndarray' object has no attribute 'iloc'
443,75,200,200,5.0,0.0,100000.0,'ndarray' object has no attribute 'iloc'
444,75,200,500,1.5,0.0,100000.0,'ndarray' object has no attribute 'iloc'
445,75,200,500,2.0,0.0,100000.0,'ndarray' object has no attribute 'iloc'
446,75,200,500,3.0,0.0,100000.0,'ndarray' object has no attribute 'iloc'
447,75,200,500,5.0,0.0,100000.0,'ndarray' object has no attribute 'iloc'
448,100,50,50,1.5,0.0,100000.0,'ndarray' object has no attribute 'iloc'
449,100,50,50,2.0,0.0,100000.0,'ndarray' object has no attribute 'iloc'
450,100,50,50,3.0,0.0,100000.0,'ndarray' object has no attribute 'iloc'
451,100,50,50,5.0,0.0,100000.0,'ndarray' object has no attribute 'iloc'
452,100,50,100,1.5,0.0,100000.0,'ndarray' object has no attribute 'iloc'
453,100,50,100,2.0,0.0,100000.0,'ndarray' object has no attribute 'iloc'
454,100,50,100,3.0,0.0,100000.0,'ndarray' object has no attribute 'iloc'
455,100,50,100,5.0,0.0,100000.0,'ndarray' object has no attribute 'iloc'
456,100,50,200,1.5,0.0,100000.0,'ndarray' object has no attribute 'iloc'
457,100,50,200,2.0,0.0,100000.0,'ndarray' object has no attribute 'iloc'
458,100,50,200,3.0,0.0,100000.0,'ndarray' object has no attribute 'iloc'
459,100,50,200,5.0,0.0,100000.0,'ndarray' object has no attribute 'iloc'
460,100,50,500,1.5,0.0,100000.0,'ndarray' object has no attribute 'iloc'
461,100,50,500,2.0,0.0,100000.0,'ndarray' object has no attribute 'iloc'
462,100,50,500,3.0,0.0,100000.0,'ndarray' object has no attribute 'iloc'
463,100,50,500,5.0,0.0,100000.0,'ndarray' object has no attribute 'iloc'
464,100,100,50,1.5,0.0,100000.0,'ndarray' object has no attribute 'iloc'
465,100,100,50,2.0,0.0,100000.0,'ndarray' object has no attribute 'iloc'
466,100,100,50,3.0,0.0,100000.0,'ndarray' object has no attribute 'iloc'
467,100,100,50,5.0,0.0,100000.0,'ndarray' object has no attribute 'iloc'
468,100,100,100,1.5,0.0,100000.0,'ndarray' object has no attribute 'iloc'
469,100,100,100,2.0,0.0,100000.0,'ndarray' object has no attribute 'iloc'
470,100,100,100,3.0,0.0,100000.0,'ndarray' object has no attribute 'iloc'
471,100,100,100,5.0,0.0,100000.0,'ndarray' object has no attribute 'iloc'
472,100,100,200,1.5,0.0,100000.0,'ndarray' object has no attribute 'iloc'
473,100,100,200,2.0,0.0,100000.0,'ndarray' object has no attribute 'iloc'
474,100,100,200,3.0,0.0,100000.0,'ndarray' object has no attribute 'iloc'
475,100,100,200,5.0,0.0,100000.0,'ndarray' object has no attribute 'iloc'
476,100,100,500,1.5,0.0,100000.0,'ndarray' object has no attribute 'iloc'
477,100,100,500,2.0,0.0,100000.0,'ndarray' object has no attribute 'iloc'
478,100,100,500,3.0,0.0,100000.0,'ndarray' object has no attribute 'iloc'
479,100,100,500,5.0,0.0,100000.0,'ndarray' object has no attribute 'iloc'
480,100,150,50,1.5,0.0,100000.0,'ndarray' object has no attribute 'iloc'
481,100,150,50,2.0,0.0,100000.0,'ndarray' object has no attribute 'iloc'
482,100,150,50,3.0,0.0,100000.0,'ndarray' object has no attribute 'iloc'
483,100,150,50,5.0,0.0,100000.0,'ndarray' object has no attribute 'iloc'
484,100,150,100,1.5,0.0,100000.0,'ndarray' object has no attribute 'iloc'
485,100,150,100,2.0,0.0,100000.0,'ndarray' object has no attribute 'iloc'
486,100,150,100,3.0,0.0,100000.0,'ndarray' object has no attribute 'iloc'
487,100,150,100,5.0,0.0,100000.0,'ndarray' object has no attribute 'iloc'
488,100,150,200,1.5,0.0,100000.0,'ndarray' object has no attribute 'iloc'
489,100,150,200,2.0,0.0,100000.0,'ndarray' object has no attribute 'iloc'
490,100,150,200,3.0,0.0,100000.0,'ndarray' object has no attribute 'iloc'
491,100,150,200,5.0,0.0,100000.0,'ndarray' object has no attribute 'iloc'
492,100,150,500,1.5,0.0,100000.0,'ndarray' object has no attribute 'iloc'
493,100,150,500,2.0,0.0,100000.0,'ndarray' object has no attribute 'iloc'
494,100,150,500,3.0,0.0,100000.0,'ndarray' object has no attribute 'iloc'
495,100,150,500,5.0,0.0,100000.0,'ndarray' object has no attribute 'iloc'
496,100,200,50,1.5,0.0,100000.0,'ndarray' object has no attribute 'iloc'
497,100,200,50,2.0,0.0,100000.0,'ndarray' object has no attribute 'iloc'
498,100,200,50,3.0,0.0,100000.0,'ndarray' object has no attribute 'iloc'
499,100,200,50,5.0,0.0,100000.0,'ndarray' object has no attribute 'iloc'
500,100,200,100,1.5,0.0,100000.0,'ndarray' object has no attribute 'iloc'
501,100,200,100,2.0,0.0,100000.0,'ndarray' object has no attribute 'iloc'
502,100,200,100,3.0,0.0,100000.0,'ndarray' object has no attribute 'iloc'
503,100,200,100,5.0,0.0,100000.0,'ndarray' object has no attribute 'iloc'
504,100,200,200,1.5,0.0,100000.0,'ndarray' object has no attribute 'iloc'
505,100,200,200,2.0,0.0,100000.0,'ndarray' object has no attribute 'iloc'
506,100,200,200,3.0,0.0,100000.0,'ndarray' object has no attribute 'iloc'
507,100,200,200,5.0,0.0,100000.0,'ndarray' object has no attribute 'iloc'
508,100,200,500,1.5,0.0,100000.0,'ndarray' object has no attribute 'iloc'
509,100,200,500,2.0,0.0,100000.0,'ndarray' object has no attribute 'iloc'
510,100,200,500,3.0,0.0,100000.0,'ndarray' object has no attribute 'iloc'
511,100,200,500,5.0,0.0,100000.0,'ndarray' object has no attribute 'iloc'
