sl_atr_mult,tp_atr_mult,ema_filter,atr_max_mult,Total Return,Final Equity
4.0,4.0,20,3.0,-0.40804796887535477,59195.20311246452
4.0,2.0,20,3.0,-0.40804796887535477,59195.20311246452
2.0,2.0,20,3.0,-0.40804796887535477,59195.20311246452
2.0,4.0,20,3.0,-0.40804796887535477,59195.20311246452
2.0,8.0,20,3.0,-0.40804796887535477,59195.20311246452
2.0,6.0,20,3.0,-0.40804796887535477,59195.20311246452
1.0,6.0,20,3.0,-0.40804796887535477,59195.20311246452
1.0,8.0,20,3.0,-0.40804796887535477,59195.20311246452
1.0,4.0,20,3.0,-0.40804796887535477,59195.20311246452
1.0,2.0,20,3.0,-0.40804796887535477,59195.20311246452
1.0,2.0,20,2.5,-0.4098205462391522,59017.94537608478
1.0,4.0,20,2.5,-0.4098205462391522,59017.94537608478
1.0,8.0,20,2.5,-0.4098205462391522,59017.94537608478
1.0,6.0,20,2.5,-0.4098205462391522,59017.94537608478
2.0,6.0,20,2.5,-0.4098205462391522,59017.94537608478
2.0,8.0,20,2.5,-0.4098205462391522,59017.94537608478
2.0,4.0,20,2.5,-0.4098205462391522,59017.94537608478
2.0,2.0,20,2.5,-0.4098205462391522,59017.94537608478
4.0,2.0,20,2.5,-0.4098205462391522,59017.94537608478
4.0,4.0,20,2.5,-0.4098205462391522,59017.94537608478
4.0,8.0,20,2.5,-0.4098205462391522,59017.94537608478
4.0,6.0,20,2.5,-0.4098205462391522,59017.94537608478
3.0,6.0,20,2.5,-0.4098205462391522,59017.94537608478
3.0,8.0,20,2.5,-0.4098205462391522,59017.94537608478
3.0,4.0,20,2.5,-0.4098205462391522,59017.94537608478
3.0,2.0,20,2.5,-0.4098205462391522,59017.94537608478
3.0,2.0,20,2.0,-0.41620840701734774,58379.15929826523
3.0,4.0,20,2.0,-0.41620840701734774,58379.15929826523
3.0,8.0,20,2.0,-0.41620840701734774,58379.15929826523
3.0,6.0,20,2.0,-0.41620840701734774,58379.15929826523
4.0,6.0,20,2.0,-0.41620840701734774,58379.15929826523
4.0,8.0,20,2.0,-0.41620840701734774,58379.15929826523
4.0,4.0,20,2.0,-0.41620840701734774,58379.15929826523
4.0,2.0,20,2.0,-0.41620840701734774,58379.15929826523
2.0,2.0,20,2.0,-0.41620840701734774,58379.15929826523
2.0,4.0,20,2.0,-0.41620840701734774,58379.15929826523
2.0,8.0,20,2.0,-0.41620840701734774,58379.15929826523
2.0,6.0,20,2.0,-0.41620840701734774,58379.15929826523
1.0,6.0,20,2.0,-0.41620840701734774,58379.15929826523
1.0,8.0,20,2.0,-0.41620840701734774,58379.15929826523
1.0,4.0,20,2.0,-0.41620840701734774,58379.15929826523
1.0,2.0,20,2.0,-0.41620840701734774,58379.15929826523
4.0,8.0,50,1.5,-0.46328694316487173,53671.30568351283
4.0,6.0,50,1.5,-0.46328694316487173,53671.30568351283
4.0,2.0,50,1.5,-0.46328694316487173,53671.30568351283
4.0,4.0,50,1.5,-0.46328694316487173,53671.30568351283
3.0,4.0,50,1.5,-0.46328694316487173,53671.30568351283
3.0,2.0,50,1.5,-0.46328694316487173,53671.30568351283
3.0,6.0,50,1.5,-0.46328694316487173,53671.30568351283
3.0,8.0,50,1.5,-0.46328694316487173,53671.30568351283
1.0,8.0,50,1.5,-0.46328694316487173,53671.30568351283
1.0,6.0,50,1.5,-0.46328694316487173,53671.30568351283
1.0,2.0,50,1.5,-0.46328694316487173,53671.30568351283
1.0,4.0,50,1.5,-0.46328694316487173,53671.30568351283
2.0,4.0,50,1.5,-0.46328694316487173,53671.30568351283
2.0,2.0,50,1.5,-0.46328694316487173,53671.30568351283
2.0,6.0,50,1.5,-0.46328694316487173,53671.30568351283
2.0,8.0,50,1.5,-0.46328694316487173,53671.30568351283
2.0,8.0,100,1.5,-0.4737653635012994,52623.463649870064
2.0,6.0,100,1.5,-0.4737653635012994,52623.463649870064
2.0,2.0,100,1.5,-0.4737653635012994,52623.463649870064
2.0,4.0,100,1.5,-0.4737653635012994,52623.463649870064
1.0,4.0,100,1.5,-0.4737653635012994,52623.463649870064
1.0,2.0,100,1.5,-0.4737653635012994,52623.463649870064
1.0,6.0,100,1.5,-0.4737653635012994,52623.463649870064
1.0,8.0,100,1.5,-0.4737653635012994,52623.463649870064
3.0,8.0,100,1.5,-0.4737653635012994,52623.463649870064
3.0,6.0,100,1.5,-0.4737653635012994,52623.463649870064
3.0,2.0,100,1.5,-0.4737653635012994,52623.463649870064
3.0,4.0,100,1.5,-0.4737653635012994,52623.463649870064
4.0,4.0,100,1.5,-0.4737653635012994,52623.463649870064
4.0,2.0,100,1.5,-0.4737653635012994,52623.463649870064
4.0,6.0,100,1.5,-0.4737653635012994,52623.463649870064
4.0,8.0,100,1.5,-0.4737653635012994,52623.463649870064
4.0,8.0,50,2.5,-0.484986985770664,51501.3014229336
4.0,6.0,50,2.5,-0.484986985770664,51501.3014229336
4.0,2.0,50,2.5,-0.484986985770664,51501.3014229336
4.0,4.0,50,2.5,-0.484986985770664,51501.3014229336
3.0,4.0,50,2.5,-0.484986985770664,51501.3014229336
3.0,2.0,50,2.5,-0.484986985770664,51501.3014229336
3.0,6.0,50,2.5,-0.484986985770664,51501.3014229336
3.0,8.0,50,2.5,-0.484986985770664,51501.3014229336
1.0,8.0,50,2.5,-0.484986985770664,51501.3014229336
1.0,6.0,50,2.5,-0.484986985770664,51501.3014229336
1.0,2.0,50,2.5,-0.484986985770664,51501.3014229336
1.0,4.0,50,2.5,-0.484986985770664,51501.3014229336
2.0,4.0,50,2.5,-0.484986985770664,51501.3014229336
2.0,2.0,50,2.5,-0.484986985770664,51501.3014229336
2.0,6.0,50,2.5,-0.484986985770664,51501.3014229336
2.0,8.0,50,2.5,-0.484986985770664,51501.3014229336
2.0,8.0,50,3.0,-0.48579768804504886,51420.231195495115
2.0,6.0,50,3.0,-0.48579768804504886,51420.231195495115
2.0,2.0,50,3.0,-0.48579768804504886,51420.231195495115
2.0,4.0,50,3.0,-0.48579768804504886,51420.231195495115
1.0,4.0,50,3.0,-0.48579768804504886,51420.231195495115
1.0,2.0,50,3.0,-0.48579768804504886,51420.231195495115
1.0,6.0,50,3.0,-0.48579768804504886,51420.231195495115
1.0,8.0,50,3.0,-0.48579768804504886,51420.231195495115
3.0,8.0,50,3.0,-0.48579768804504886,51420.231195495115
3.0,6.0,50,3.0,-0.48579768804504886,51420.231195495115
3.0,2.0,50,3.0,-0.48579768804504886,51420.231195495115
3.0,4.0,50,3.0,-0.48579768804504886,51420.231195495115
4.0,4.0,50,3.0,-0.48579768804504886,51420.231195495115
4.0,2.0,50,3.0,-0.48579768804504886,51420.231195495115
4.0,6.0,50,3.0,-0.48579768804504886,51420.231195495115
4.0,8.0,50,3.0,-0.48579768804504886,51420.231195495115
4.0,8.0,50,2.0,-0.49029415764649686,50970.58423535031
4.0,6.0,50,2.0,-0.49029415764649686,50970.58423535031
4.0,2.0,50,2.0,-0.49029415764649686,50970.58423535031
4.0,4.0,50,2.0,-0.49029415764649686,50970.58423535031
3.0,4.0,50,2.0,-0.49029415764649686,50970.58423535031
3.0,2.0,50,2.0,-0.49029415764649686,50970.58423535031
3.0,6.0,50,2.0,-0.49029415764649686,50970.58423535031
3.0,8.0,50,2.0,-0.49029415764649686,50970.58423535031
1.0,8.0,50,2.0,-0.49029415764649686,50970.58423535031
1.0,6.0,50,2.0,-0.49029415764649686,50970.58423535031
1.0,2.0,50,2.0,-0.49029415764649686,50970.58423535031
1.0,4.0,50,2.0,-0.49029415764649686,50970.58423535031
2.0,4.0,50,2.0,-0.49029415764649686,50970.58423535031
2.0,2.0,50,2.0,-0.49029415764649686,50970.58423535031
2.0,6.0,50,2.0,-0.49029415764649686,50970.58423535031
2.0,8.0,50,2.0,-0.49029415764649686,50970.58423535031
2.0,8.0,100,2.5,-0.49060928457365194,50939.0715426348
2.0,6.0,100,2.5,-0.49060928457365194,50939.0715426348
2.0,2.0,100,2.5,-0.49060928457365194,50939.0715426348
2.0,4.0,100,2.5,-0.49060928457365194,50939.0715426348
1.0,4.0,100,2.5,-0.49060928457365194,50939.0715426348
1.0,2.0,100,2.5,-0.49060928457365194,50939.0715426348
1.0,6.0,100,2.5,-0.49060928457365194,50939.0715426348
1.0,8.0,100,2.5,-0.49060928457365194,50939.0715426348
3.0,8.0,100,2.5,-0.49060928457365194,50939.0715426348
3.0,6.0,100,2.5,-0.49060928457365194,50939.0715426348
3.0,2.0,100,2.5,-0.49060928457365194,50939.0715426348
3.0,4.0,100,2.5,-0.49060928457365194,50939.0715426348
4.0,4.0,100,2.5,-0.49060928457365194,50939.0715426348
4.0,2.0,100,2.5,-0.49060928457365194,50939.0715426348
4.0,6.0,100,2.5,-0.49060928457365194,50939.0715426348
4.0,8.0,100,2.5,-0.49060928457365194,50939.0715426348
4.0,8.0,100,3.0,-0.49246279030181617,50753.72096981839
4.0,6.0,100,3.0,-0.49246279030181617,50753.72096981839
4.0,2.0,100,3.0,-0.49246279030181617,50753.72096981839
4.0,4.0,100,3.0,-0.49246279030181617,50753.72096981839
3.0,4.0,100,3.0,-0.49246279030181617,50753.72096981839
3.0,2.0,100,3.0,-0.49246279030181617,50753.72096981839
3.0,6.0,100,3.0,-0.49246279030181617,50753.72096981839
3.0,8.0,100,3.0,-0.49246279030181617,50753.72096981839
1.0,8.0,100,3.0,-0.49246279030181617,50753.72096981839
1.0,6.0,100,3.0,-0.49246279030181617,50753.72096981839
1.0,2.0,100,3.0,-0.49246279030181617,50753.72096981839
1.0,4.0,100,3.0,-0.49246279030181617,50753.72096981839
2.0,4.0,100,3.0,-0.49246279030181617,50753.72096981839
2.0,2.0,100,3.0,-0.49246279030181617,50753.72096981839
2.0,6.0,100,3.0,-0.49246279030181617,50753.72096981839
2.0,8.0,100,3.0,-0.49246279030181617,50753.72096981839
2.0,8.0,100,2.0,-0.4959720687845377,50402.79312154623
2.0,6.0,100,2.0,-0.4959720687845377,50402.79312154623
2.0,2.0,100,2.0,-0.4959720687845377,50402.79312154623
2.0,4.0,100,2.0,-0.4959720687845377,50402.79312154623
1.0,4.0,100,2.0,-0.4959720687845377,50402.79312154623
1.0,2.0,100,2.0,-0.4959720687845377,50402.79312154623
1.0,6.0,100,2.0,-0.4959720687845377,50402.79312154623
1.0,8.0,100,2.0,-0.4959720687845377,50402.79312154623
3.0,8.0,100,2.0,-0.4959720687845377,50402.79312154623
3.0,6.0,100,2.0,-0.4959720687845377,50402.79312154623
3.0,2.0,100,2.0,-0.4959720687845377,50402.79312154623
3.0,4.0,100,2.0,-0.4959720687845377,50402.79312154623
4.0,4.0,100,2.0,-0.4959720687845377,50402.79312154623
4.0,2.0,100,2.0,-0.4959720687845377,50402.79312154623
4.0,6.0,100,2.0,-0.4959720687845377,50402.79312154623
4.0,8.0,100,2.0,-0.4959720687845377,50402.79312154623
