Datetime,Close,High,Low,Open,Volume
2025-10-07 13:30:00+00:00,256.5350036621094,257.3999938964844,256.2799987792969,256.82000732421875,2630087
2025-10-07 13:45:00+00:00,257.16351318359375,257.3999938964844,256.4100036621094,256.54998779296875,1353567
2025-10-07 14:00:00+00:00,257.1700134277344,257.2405090332031,256.6463928222656,257.1549987792969,1326043
2025-10-07 14:15:00+00:00,256.67999267578125,257.2200012207031,256.4700012207031,257.18499755859375,1115660
2025-10-07 14:30:00+00:00,255.9600067138672,256.7900085449219,255.9600067138672,256.6700134277344,1038113
2025-10-07 14:45:00+00:00,255.91000366210938,256.1199951171875,255.60000610351562,255.9499969482422,1323348
2025-10-07 15:00:00+00:00,256.94000244140625,257.10791015625,255.88999938964844,255.88999938964844,1455160
2025-10-07 15:15:00+00:00,256.3789978027344,256.93499755859375,256.2900085449219,256.9200134277344,715233
2025-10-07 15:30:00+00:00,256.69500732421875,256.84979248046875,256.19000244140625,256.3900146484375,913585
2025-10-07 15:45:00+00:00,256.29998779296875,256.7099914550781,256.18719482421875,256.7099914550781,830879
2025-10-07 16:00:00+00:00,256.0299987792969,256.6499938964844,255.94009399414062,256.29400634765625,1231694
2025-10-07 16:15:00+00:00,256.3384094238281,256.4898986816406,255.88999938964844,256.010009765625,717614
2025-10-07 16:30:00+00:00,256.6099853515625,256.6600036621094,256.3299865722656,256.3299865722656,760114
2025-10-07 16:45:00+00:00,256.0799865722656,256.6482849121094,255.90499877929688,256.5899963378906,535658
2025-10-07 17:00:00+00:00,256.010009765625,256.2200012207031,255.88999938964844,256.0849914550781,483106
2025-10-07 17:15:00+00:00,255.88999938964844,256.17999267578125,255.75430297851562,256.0199890136719,556815
2025-10-07 17:30:00+00:00,255.9199981689453,256.06329345703125,255.8000946044922,255.86000061035156,470112
2025-10-07 17:45:00+00:00,255.83999633789062,256.05499267578125,255.42999267578125,255.92999267578125,550085
2025-10-07 18:00:00+00:00,256.0400085449219,256.1300048828125,255.56500244140625,255.83999633789062,618025
2025-10-07 18:15:00+00:00,256.06988525390625,256.1499938964844,255.9600067138672,256.0199890136719,656211
2025-10-07 18:30:00+00:00,256.1383056640625,256.2099914550781,256.0050048828125,256.07000732421875,454999
2025-10-07 18:45:00+00:00,256.1549987792969,256.20001220703125,256.0,256.1400146484375,527491
2025-10-07 19:00:00+00:00,256.2699890136719,256.301513671875,256.0690002441406,256.159912109375,649087
2025-10-07 19:15:00+00:00,256.0199890136719,256.287109375,255.91009521484375,256.2799987792969,729897
2025-10-07 19:30:00+00:00,256.5400085449219,256.5799865722656,255.9199981689453,256.0199890136719,1098258
2025-10-07 19:45:00+00:00,256.489990234375,256.6199951171875,256.239990234375,256.54010009765625,2880258
2025-10-08 13:30:00+00:00,256.9200134277344,257.6799011230469,256.1099853515625,256.5299987792969,4075118
2025-10-08 13:45:00+00:00,257.2200012207031,257.8900146484375,256.8299865722656,256.8949890136719,1513604
2025-10-08 14:00:00+00:00,257.7799987792969,258.1195983886719,257.1700134277344,257.2200012207031,1805468
2025-10-08 14:15:00+00:00,257.8399963378906,258.19000244140625,257.6199951171875,257.80499267578125,1065087
2025-10-08 14:30:00+00:00,257.3800048828125,257.8599853515625,257.20001220703125,257.8599853515625,1041737
2025-10-08 14:45:00+00:00,257.6099853515625,257.7099914550781,257.29010009765625,257.3949890136719,827194
2025-10-08 15:00:00+00:00,258.20001220703125,258.4399108886719,257.57501220703125,257.6000061035156,1832586
2025-10-08 15:15:00+00:00,258.0400085449219,258.4549865722656,257.95001220703125,258.20001220703125,725760
2025-10-08 15:30:00+00:00,257.7049865722656,258.1099853515625,257.55999755859375,258.05499267578125,683517
2025-10-08 15:45:00+00:00,257.9549865722656,258.07000732421875,257.69000244140625,257.7200012207031,633086
2025-10-08 16:00:00+00:00,258.35009765625,258.5199890136719,257.7799987792969,257.9549865722656,845355
2025-10-08 16:15:00+00:00,258.20001220703125,258.3699951171875,258.05010986328125,258.3399963378906,670276
2025-10-08 16:30:00+00:00,258.0199890136719,258.32501220703125,257.9700012207031,258.19000244140625,488446
2025-10-08 16:45:00+00:00,257.79998779296875,258.010009765625,257.625,258.010009765625,531544
2025-10-08 17:00:00+00:00,258.05999755859375,258.08099365234375,257.75,257.7950134277344,585726
2025-10-08 17:15:00+00:00,257.92498779296875,258.0906982421875,257.78009033203125,258.05999755859375,494239
2025-10-08 17:30:00+00:00,257.7300109863281,258.20001220703125,257.7101135253906,257.92498779296875,564909
2025-10-08 17:45:00+00:00,257.81500244140625,257.9599914550781,257.6600036621094,257.739990234375,503395
2025-10-08 18:00:00+00:00,257.9100036621094,258.0799865722656,257.6499938964844,257.80999755859375,618524
2025-10-08 18:15:00+00:00,257.9150085449219,258.19000244140625,257.8900146484375,257.8999938964844,593797
2025-10-08 18:30:00+00:00,257.9100036621094,257.9949951171875,257.82000732421875,257.8999938964844,409027
2025-10-08 18:45:00+00:00,257.79998779296875,257.9601135253906,257.760498046875,257.9200134277344,485099
2025-10-08 19:00:00+00:00,258.1195068359375,258.1199951171875,257.739990234375,257.80999755859375,639746
2025-10-08 19:15:00+00:00,258.25,258.42999267578125,257.91009521484375,258.1199951171875,1030597
2025-10-08 19:30:00+00:00,258.3450012207031,258.489990234375,258.1300964355469,258.239990234375,973924
2025-10-08 19:45:00+00:00,258.0299987792969,258.3976135253906,257.8800048828125,258.3399963378906,3240194
2025-10-09 13:30:00+00:00,255.6999969482422,258.0,255.497802734375,257.8999938964844,3764669
2025-10-09 13:45:00+00:00,255.13999938964844,256.1300048828125,254.77499389648438,255.6999969482422,1876097
2025-10-09 14:00:00+00:00,255.5399932861328,255.6300048828125,255.08999633789062,255.1649932861328,1463641
2025-10-09 14:15:00+00:00,254.9199981689453,255.8300018310547,254.80999755859375,255.5467071533203,1574611
2025-10-09 14:30:00+00:00,254.875,255.13999938964844,254.57000732421875,254.9080047607422,1419102
2025-10-09 14:45:00+00:00,254.94000244140625,255.2050018310547,254.75,254.8800048828125,737219
2025-10-09 15:00:00+00:00,255.06500244140625,255.22300720214844,254.72000122070312,254.9550018310547,771415
2025-10-09 15:15:00+00:00,254.63999938964844,255.1199951171875,254.63099670410156,255.06500244140625,1112702
2025-10-09 15:30:00+00:00,254.16000366210938,254.6553955078125,253.80999755859375,254.6199951171875,1918397
2025-10-09 15:45:00+00:00,254.10000610351562,254.3800048828125,254.02999877929688,254.16879272460938,968915
2025-10-09 16:00:00+00:00,254.3679962158203,254.75999450683594,254.10000610351562,254.10000610351562,890788
2025-10-09 16:15:00+00:00,253.99000549316406,254.4488067626953,253.75,254.33999633789062,849097
2025-10-09 16:30:00+00:00,253.77999877929688,254.02000427246094,253.52499389648438,254.0,660509
2025-10-09 16:45:00+00:00,253.78500366210938,254.0500030517578,253.57000732421875,253.77000427246094,667182
2025-10-09 17:00:00+00:00,253.27999877929688,253.89999389648438,253.23069763183594,253.77000427246094,739305
2025-10-09 17:15:00+00:00,253.39999389648438,253.50999450683594,253.17999267578125,253.2899932861328,618606
2025-10-09 17:30:00+00:00,253.4698944091797,253.74000549316406,253.14019775390625,253.39500427246094,723831
2025-10-09 17:45:00+00:00,253.6300048828125,253.71910095214844,253.36000061035156,253.4501953125,460823
2025-10-09 18:00:00+00:00,253.71499633789062,253.82000732421875,253.47000122070312,253.625,664153
2025-10-09 18:15:00+00:00,253.43499755859375,253.86000061035156,253.4199981689453,253.72000122070312,578891
2025-10-09 18:30:00+00:00,253.41000366210938,253.66000366210938,253.38780212402344,253.4199981689453,1307036
2025-10-09 18:45:00+00:00,253.8076934814453,253.80999755859375,253.32000732421875,253.41000366210938,802938
2025-10-09 19:00:00+00:00,254.00999450683594,254.11500549316406,253.63999938964844,253.8000030517578,626099
2025-10-09 19:15:00+00:00,253.77999877929688,254.10499572753906,253.7209014892578,253.9949951171875,1101310
2025-10-09 19:30:00+00:00,253.69000244140625,253.82000732421875,253.55999755859375,253.77499389648438,898422
2025-10-09 19:45:00+00:00,254.02999877929688,254.47000122070312,253.58999633789062,253.6750030517578,3621374
2025-10-10 13:30:00+00:00,255.38999938964844,256.3800048828125,254.42999267578125,255.0399932861328,3649500
2025-10-10 13:45:00+00:00,255.47000122070312,255.86000061035156,254.9199981689453,255.3800048828125,1383749
2025-10-10 14:00:00+00:00,255.06500244140625,256.04998779296875,254.74000549316406,255.49000549316406,1471145
2025-10-10 14:15:00+00:00,255.02059936523438,255.6999969482422,254.82009887695312,255.06619262695312,764168
2025-10-10 14:30:00+00:00,255.08999633789062,255.3000030517578,255.00999450683594,255.0399932861328,757582
2025-10-10 14:45:00+00:00,253.1699981689453,255.33999633789062,252.52000427246094,255.1033935546875,1393674
2025-10-10 15:00:00+00:00,251.4600067138672,253.11000061035156,250.00999450683594,253.11000061035156,4419276
2025-10-10 15:15:00+00:00,249.1199951171875,251.4600067138672,248.9199981689453,251.4550018310547,3606722
2025-10-10 15:30:00+00:00,249.67999267578125,249.68800354003906,248.3300018310547,249.10000610351562,3039725
2025-10-10 15:45:00+00:00,248.7899932861328,250.02999877929688,248.50999450683594,249.6750030517578,1819064
2025-10-10 16:00:00+00:00,248.85000610351562,249.02000427246094,247.75999450683594,248.77000427246094,1667401
2025-10-10 16:15:00+00:00,248.61000061035156,248.9600067138672,248.26499938964844,248.85000610351562,973591
2025-10-10 16:30:00+00:00,247.94000244140625,249.05999755859375,247.94000244140625,248.58999633789062,988013
2025-10-10 16:45:00+00:00,247.49000549316406,248.42999267578125,247.32000732421875,247.94000244140625,1280169
2025-10-10 17:00:00+00:00,247.154296875,247.6999969482422,247.05999755859375,247.5,1238387
2025-10-10 17:15:00+00:00,247.80999755859375,247.8800048828125,247.11000061035156,247.1999969482422,888426
2025-10-10 17:30:00+00:00,248.22000122070312,248.4199981689453,247.67999267578125,247.77000427246094,1093224
2025-10-10 17:45:00+00:00,248.00999450683594,248.57000732421875,247.72999572753906,248.2093048095703,1743271
2025-10-10 18:00:00+00:00,247.63009643554688,248.0500030517578,247.3011932373047,248.0399932861328,1057305
2025-10-10 18:15:00+00:00,247.16000366210938,247.8000030517578,247.0800018310547,247.63999938964844,989182
2025-10-10 18:30:00+00:00,246.16000366210938,247.30999755859375,246.1300048828125,247.13710021972656,1478652
2025-10-10 18:45:00+00:00,245.99949645996094,246.5500030517578,245.81500244140625,246.1699981689453,1370714
2025-10-10 19:00:00+00:00,246.11599731445312,246.4001007080078,245.88999938964844,246.0,1186591
2025-10-10 19:15:00+00:00,246.1649932861328,246.35000610351562,245.92999267578125,246.1199951171875,1390882
2025-10-10 19:30:00+00:00,246.88999938964844,246.99000549316406,245.8800048828125,246.1699981689453,2125289
2025-10-10 19:45:00+00:00,245.27999877929688,246.97999572753906,244.57000732421875,246.91000366210938,6394602
2025-10-13 13:30:00+00:00,246.8000030517578,249.49000549316406,245.55999755859375,249.3800048828125,4879503
2025-10-13 13:45:00+00:00,246.6199951171875,247.58999633789062,246.10000610351562,246.8000030517578,1665798
2025-10-13 14:00:00+00:00,247.36000061035156,247.6282958984375,246.52000427246094,246.63499450683594,1680478
